




		
		Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Sedes. Oficinas de elaboración de  DNI y Pasaporte;sector-publico;dni pasaporte;09/06/2015;;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;10623;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=491a48509cefb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Señalización vertical;urbanismo-infraestructuras;señalizacion,vertical;12/12/2018;28/01/2025;;27/01/2025;semestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2763;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8db16d68abd56610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Servicio de Estacionamiento Regulado (SER). Calles y número de plazas;transporte;zona azul, zona verde, SER aparcamiento parquímetro;25/01/2016;17/01/2025;;31/12/2024;trimestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;19724;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4973b0dd4a872510VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Servicio de Estacionamiento Regulado (SER). Parquímetros;transporte;zona azul, ,zona verde,SER aparcamiento parquímetro;25/01/2021;17/01/2025;01/01/2014;31/12/2024;trimestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,kmz,;6233;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=65d85d6f40b86710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Servicio de recogida programada de muebles, electrodomésticos y enseres. Zonas y calendario anual;medio-ambiente;muebles, mapas, electrodomésticos, enseres, geoportal;26/01/2023;;;;anual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;302;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=52a61eddcd7e5810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sistema Municipal de Cita Previa;sector-publico;Linea Madrid, atención a la ciudadanía, cita previa, cita;03/02/2015;13/02/2025;01/01/2013;;mensual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,txt,xml,;32605;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3551a6fb1326a410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Superficie de parques y zonas verdes de Madrid;medio-ambiente;Arbolado parques zonas verdes históricos;13/09/2018;29/02/2024;;31/12/2023;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;18044;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=559b401daf436610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Datos diarios de flota de vehículos;transporte;vehículos ecotaxi inventario taxi flota;14/08/2018;19/02/2025;;;diaria;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;15802;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=30f6403dc7ba3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Datos históricos de flota de vehículos;transporte;vehículos ecotaxi inventario;24/05/2018;06/02/2025;01/01/2012;31/01/2025;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;6088;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2795f5fd6ac83610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Modelos de vehículos autorizados;transporte;Taxi modelos vehículos ecotaxi;01/09/2014;19/02/2025;;;diaria;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;47510;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fc726f6d842d6410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Objetos perdidos;transporte;vehículos ecotaxi ;08/10/2018;13/02/2025;01/06/2018;;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4385;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bd5e2fb36eaa3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Reservas de paradas en vía pública;transporte;paradas de taxi, reserva;12/08/2014;11/04/2024;;09/04/2023;anual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,kmz,geo,;940130;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=764700ac205a7410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Situación y Gestión;transporte;Taxi situación gestión Autotaxi;04/11/2014;13/02/2025;;;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;13791;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4f16216612d39410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Situación y Gestión. Histórico;transporte;Taxi situación gestión Autotaxi;03/10/2018;20/01/2023;01/01/2014;31/12/2022;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;14351;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=58b6507f09436610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Taxi. Tarifas, suplementos, municipios, paradas eventuales, régimen de descanso y duración del servicio;transporte;tarifas, municipios, paradas eventuales, régimen de descanso y suplemntos;16/10/2017;05/02/2025;;01/01/2025;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;583179;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=af8798f26242f510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Templos e iglesias católicas;cultura-ocio;templos iglesias catolicas;18/10/2014;;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;26439;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=51fd5bd366c29410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Término municipal de Madrid;urbanismo-infraestructuras;geoportal;02/03/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,kml,;2405;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f9ce5eb0d73a7710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tipos de residuos y donde depositarlos;medio-ambiente;tipo,residuo, cubos, basura, reciclar;12/03/2018;03/12/2021;;03/12/2021;anual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;11105;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4a58dfb462a12610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Cámaras;transporte;Movilidad y transporte , circulación , M30 , Calle 30 , cámara , tráfico , M-30 , TranspaTrafico , TranspaMovilidad;09/04/2015;;;;tiemporeal;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;7778;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c05551986e1ab410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Datos de tráfico y estado del tráfico tiempo real (M-30);transporte;Movilidad y transporte , circulación , M30 , Calle 30 , tráfico ,  M-30 , TranspaTrafico , TranspaMovilidad;09/04/2015;;;;tiemporeal;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;312528;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d5ec05dc4d1ab410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Histórico de incidencias y accidentes;transporte;Incidencias,accidentes,Histórico, calle 30, m30;04/04/2018;14/02/2025;01/01/2016;31/12/2024;anual;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;10372;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6e1ce0f3e8e22610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Cámaras;transporte;tráfico, cámaras , TranspaTrafico , TranspaMovilidad;12/03/2014;;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,;1548792;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8803c23866b93410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Datos del tráfico en tiempo real;transporte;tráfico, valores, intensidad, atascos;12/03/2014;;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;2973066;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=02f2c23866b93410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Histórico de datos del tráfico desde 2013;transporte;movilidad transporte circulación , TranspaTrafico , TranspaMovilidad;26/09/2014;06/02/2025;01/07/2013;31/01/2025;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,;179011;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=33cb30c367e78410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Incidencias en vía pública;transporte;tráfico incidencias obras accidentes alertas previsiones eventos, TranspaTrafico , TranspaMovilidad;12/03/2014;;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;65580;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=255e0ff725b93410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Incidencias en vía pública. Mapa;transporte;tráfico incidencias via pública Obras accidente alerta evento , TranspaTrafico , TranspaMovilidad;08/08/2014;;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,;1059021;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=40085fb0e70b7410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Intensidad media diaria anual por tramos;transporte;intensidad diaria trafico media IMD, TranspaTrafico , TranspaMovilidad;12/03/2014;18/02/2021;;31/12/2020;anual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kmz,;28186;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4a2e4207bb864410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Intensidad media en días laborables;transporte;circulación media intensidad media atascos, TranspaTrafico , TranspaMovilidad;15/04/2014;20/12/2024;01/01/2005;30/11/2024;trimestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;9009;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1a9fd0e209b45410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Mapa de tramas de intensidad del tráfico;transporte;tráfico valores intensidad atascos tramas;08/08/2014;;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,;7834600;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=23d57fa19bfa7410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Semáforos con avisadores acústicos;transporte;tráfico, semáforos, avisadores, ciegos, invidentes, TranspaTrafico , TranspaMovilidad;12/03/2014;06/02/2025;;31/01/2025;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;11412;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e2cc3624118d3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Semáforos con control Foto-Rojo;transporte;circulación movilidad transporte , TranspaTrafico , TranspaMovilidad;15/04/2014;18/04/2024;;14/09/2023;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;198799;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fb736ca2dd8f4410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Ubicación de los puntos de medida del tráfico;transporte;tráfico, intensidad, puntos, TranspaTrafico , TranspaMovilidad;12/03/2014;19/02/2025;;31/01/2025;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,shp,;397808;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ee941ce6ba6d3410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico: Madrid Zona de Bajas Emisiones. Cámaras;transporte;Circulacion, Movilidad y Transportes, Zona de Bajas Emisiones, ZBE, Camaras, Trafico;06/11/2023;29/11/2024;;29/11/2024;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,;1081;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1e4991bfd349b810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Unidades luminosas (Farolas);energia;farolas, unidades luminosas, alumbrado público;20/04/2022;19/04/2022;;;semestral;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,;9433;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=72b76cc09a800810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Urbanismo. Destino urbanístico del suelo;urbanismo-infraestructuras;Uso urbanístico, uso según planeamiento, uso PGOUM, geoportal;19/05/2017;;;;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;1723;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=81f9a6cb58f1c510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Viviendas en alquiler adjudicadas por la Empresa Municipal de la Vivienda y el Suelo (EMVS);vivienda;Vivienda municipal, Vivienda pública,  alquiler arrendamiento ;28/04/2017;07/07/2023;01/06/2015;30/04/2023;anual;Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7093;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=73fd3e57474bb510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Viviendas promocionadas y rehabilitadas por la Empresa Municipal de la Vivienda y el Suelo (EMVS);vivienda;Vivienda municipal, Vivienda pública, alquiler arrendamiento ;30/07/2021;07/07/2023;;30/04/2023;anual;Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2328;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e49ff5695d4aa710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Zona de Bajas Emisiones de Especial Protección (ZBEDEP) Distrito Centro. Cámaras y calles;transporte;áreas de prioridad residencial, apr,  restricción de tráfico, cámaras aprs, cámaras, madrid central;09/07/2018;23/06/2021;;14/05/2021;anual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,kmz,;141737;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=019f24aaef3d3610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Zonas del Servicio de Estacionamiento Regulado SER;transporte;SER, aparcamiento, estacionamiento regulado, zona azul, zona verde;12/03/2014;13/02/2025;;;mensual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,;70058;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b9955cde99be2410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
